image_path,image_name,pair_id,split,role,is_reference,color_raw,sharpness_raw,contrast_raw,saturation_raw,brightness_std_raw,uiqm_raw,uciqe_raw,s_color,s_blur,s_contrast,s_haze,q_quality
../datasets/full/raw/100_img_.png,100_img_.png,100_img_,train,raw,0,97.3321836083421,664.3345025318208,36.235823213423,0.8759433115468412,0.19164836585078013,9.419576237157372,3.04461040597987,0.5945639367704536,0.9591499332599482,0.6001430311898954,0.4390570068336396,0.14058108658451116
../datasets/full/GT/100_img_.png,100_img_.png,100_img_,train,reference,1,36.01682045252649,2051.242297896844,69.19985906546692,0.3663563071895425,0.28846512345374636,14.101282932918885,3.5277762047979713,0.2193131098030345,0.8735841037175707,0.1878217077097728,0.34374003517084384,0.21861926561224504
../datasets/full/raw/10139.png,10139.png,10139,train,raw,0,73.75235695723885,55.64071281821169,29.12557078402576,0.6752577444172115,0.10175162774046616,10.31855418294,2.6677132849128036,0.45025508829981314,0.9967035393671448,0.6890796136255393,0.599126906997026,0.13745604160492825
../datasets/full/GT/10139.png,10139.png,10139,train,reference,1,65.09750323565031,373.7785415142861,51.79616830132506,0.5999985021786493,0.18848584254529796,12.347392108126412,7.896108609611774,0.397287269972538,0.9770758991504238,0.4055108535873646,0.43300437642037504,0.36479925823970527
../datasets/full/raw/10151.png,10151.png,10151,train,raw,0,40.09044358247866,94.50900938577534,43.92024986781913,0.5153406181917211,0.2051915249787449,9.044444416061138,3.9477929768279725,0.244243736804029,0.994305544309494,0.5040245527806417,0.5003264650404955,0.17064614429210984
../datasets/full/GT/10151.png,10151.png,10151,train,reference,1,27.59334469009255,390.118404079183,62.98707216167152,0.43261625136165593,0.2851908047116434,11.884741448877675,6.562347873271793,0.16776132762145016,0.9760678048130451,0.26553259633308,0.3629481839897537,0.307500839242673
../datasets/full/raw/101_img_.png,101_img_.png,101_img_,train,raw,0,56.72565244822978,68.93496844933179,45.62165849312026,0.3821996140304355,0.19747563826076242,8.773634676466713,2.5695270337831495,0.34605143331535226,0.9958833449641522,0.4827429639814609,0.5371982376748264,0.11406602428653781
../datasets/full/GT/101_img_.png,101_img_.png,101_img_,train,reference,1,17.460210786990693,139.2182471572936,64.27225538017711,0.18938941186291697,0.25604513748136104,10.794459012631641,2.8484174456590186,0.10574641518836758,0.991547190054862,0.24945724536734526,0.4501661859887427,0.15046265233123032
../datasets/full/raw/102_img_.png,102_img_.png,102_img_,test,raw,0,64.72687390720424,116.44038882882546,63.3080396213716,0.7506833298443932,0.30849728146341765,8.056301821800673,8.023128157533458,0.39501901361981384,0.9929524791083865,0.2615178656013336,0.24469678024054672,0.3152455299633418
../datasets/full/GT/102_img_.png,102_img_.png,102_img_,test,reference,1,14.713075078227607,174.2314847083778,80.38349639914355,0.2221821877980136,0.31962805659905524,12.480817188493061,3.1649295372345434,0.08893390860848444,0.9893870344006541,0.04793434175008138,0.3030372464040486,0.18406573381438074
../datasets/full/raw/104_img_.png,104_img_.png,104_img_,val,raw,0,82.86541263834043,54.36467723764627,24.94869968880922,0.7456724549019607,0.12346690616043184,7.471673194093567,3.748684431369844,0.50602710863089,0.9967822648911786,0.7413248249132454,0.5902109039077617,0.1430113048132018
../datasets/full/GT/104_img_.png,104_img_.png,104_img_,val,reference,1,57.61705051078872,113.60581331410492,36.628064042243146,0.598242431372549,0.15421305180553735,6.765836358508335,4.821757261329063,0.35150680115330124,0.9931273593752132,0.5952367976695834,0.5476978730895432,0.17543060507882727
../datasets/full/raw/105_img_.png,105_img_.png,105_img_,train,raw,0,104.59426904866402,97.39661475545192,34.21119227233574,0.8470943918100171,0.15335297015526372,8.414751837248671,3.2430268178744166,0.6390079949433422,0.9941273923446171,0.6254675549507244,0.4825964069940886,0.13548107534009063
../datasets/full/GT/105_img_.png,105_img_.png,105_img_,train,reference,1,24.24527232838507,285.128880505624,59.30098107453402,0.37239722479042886,0.23535037247438065,9.397574604499761,5.495285432465771,0.14727108084129506,0.9825451753403815,0.3116390246338665,0.43353977155808376,0.23479596258961052
../datasets/full/raw/106_img_.png,106_img_.png,106_img_,train,raw,0,26.726505618165426,1056.3390213484274,32.14296237373821,0.5834658051099227,0.12528048535421574,14.461735116323641,4.72064832493839,0.16245626112838038,0.934965058137752,0.6513374239460894,0.5967999813407244,0.26918840935013166
../datasets/full/GT/106_img_.png,106_img_.png,106_img_,train,reference,1,39.512260746588666,2460.6808763994495,48.694226855754266,0.5603344919786097,0.18877092178473845,15.201350847495078,7.057083111623653,0.24070525026265865,0.8483236273302368,0.444310611236466,0.46510668503734465,0.3686628402219419
../datasets/full/raw/107_img_.png,107_img_.png,107_img_,train,raw,0,112.11152873207246,21.886569991512175,31.76286127342621,0.9750242520595463,0.22105530232773732,9.154776021555223,5.567670392312447,0.6850137228317906,0.9987860146701971,0.656091811104274,0.418373962627395,0.2345060391750159
../datasets/full/GT/107_img_.png,107_img_.png,107_img_,train,reference,1,70.48457965491832,69.54624055432872,52.8593902177713,0.6419028954087779,0.25520143381476457,7.867165134065214,5.9154961221164895,0.4302562483365725,0.9958456322878554,0.3922118428196948,0.37527203883432936,0.23157861628620335
../datasets/full/raw/108_img_.png,108_img_.png,108_img_,train,raw,0,53.36097575893105,156.28093553542726,30.89698016573022,0.4160137797054306,0.13346275461448076,11.41779255696022,2.199635226895699,0.3254595678324909,0.9904945006906684,0.6669224401541908,0.6542971347511366,0.1333563935640149
